H,HV,HKO,PL,D,ER,PIND,MOODETUD_P,KKT,DBH,H_VALEM,V,S
18.60,9.50,0.00,PN,16.65,9,2.52047,1.84400,ND,16.65,18.105,0.19808,6.1608
25.90,9.70,0.00,PN,28.85,15,1.64458,1.64458,ND,28.85,22.930,0.80813,14.7215
36.60,10.50,7.10,KU,68.75,9,2.52047,1.84400,ND,68.75,28.151,5.23795,42.9297
11.80,7.50,0.00,PN,8.00,13,0.95068,0.95068,ND,8.00,10.873,0.03063,1.9251
21.30,16.20,2.20,KU,13.90,9,2.52047,1.84400,ND,13.90,16.337,0.17343,6.3653
23.40,14.10,0.00,PN,20.80,9,2.52047,1.84400,ND,20.80,20.180,0.38186,9.6106
32.10,14.10,6.60,KU,46.55,6,0.24565,0.24565,ND,46.55,26.178,2.38033,28.0360
14.80,4.40,0.00,VA,15.05,13,0.95068,0.95068,ND,15.05,17.122,0.12487,4.2791
6.98,2.84,0.00,PN,10.50,15,1.64458,1.64458,ND,10.50,13.529,0.03448,1.5680
19.30,6.52,0.00,PN,23.10,9,2.52047,1.84400,ND,23.10,21.105,0.39431,8.8565
18.40,6.20,0.00,PN,15.85,9,2.52047,1.84400,ND,15.85,17.629,0.17776,5.8043
25.40,10.40,0.00,PN,20.40,6,0.24565,0.24565,ND,20.40,20.005,0.39670,10.2125
18.00,6.70,0.00,PN,23.70,9,2.52047,1.84400,ND,23.70,21.325,0.38961,8.4979
12.20,2.80,1.50,KU,12.10,9,2.52047,1.84400,ND,12.10,14.950,0.08127,3.2910
21.00,12.90,0.00,PN,16.70,13,0.95068,0.95068,ND,16.70,18.134,0.22266,6.9463
14.60,8.20,0.00,PN,14.00,13,0.95068,0.95068,ND,14.00,16.408,0.11281,4.1133
22.60,11.10,3.10,KU,21.45,9,2.52047,1.84400,ND,21.45,20.456,0.41783,10.1090
24.60,8.20,0.00,PN,27.10,13,0.95068,0.95068,ND,27.10,22.436,0.67929,13.1481
12.40,5.20,0.00,PN,9.65,13,0.95068,0.95068,ND,9.65,12.690,0.04651,2.4320
20.00,8.30,4.60,KU,24.15,9,2.52047,1.84400,ND,24.15,21.485,0.46679,10.0109
32.80,8.10,3.50,KU,39.15,6,0.24565,0.24565,ND,39.15,25.112,1.79133,24.8408
16.30,5.70,0.00,VA,8.50,9,2.52047,1.84400,ND,8.50,11.451,0.04331,2.6502
12.30,3.40,0.00,PN,12.35,6,0.24565,0.24565,ND,12.35,15.155,0.07564,3.0890
25.40,9.80,0.00,PN,31.10,13,0.95068,0.95068,ND,31.10,23.503,0.92198,15.5691
13.20,5.20,0.00,VA,11.90,5,1.11494,0.07108,ND,11.90,14.783,0.07073,3.0336
19.60,9.90,0.00,PN,19.45,9,2.52047,1.84400,ND,19.45,19.570,0.28350,7.5687
9.30,3.10,0.00,PN,7.65,13,0.95068,0.95068,ND,7.65,10.453,0.02368,1.2992
15.70,5.90,0.00,PN,11.55,5,1.11494,0.07108,ND,11.55,14.484,0.08187,3.6351
19.30,6.90,0.00,PN,22.55,13,0.95068,0.95068,ND,22.55,20.896,0.37575,8.6456
15.10,6.30,1.50,KU,15.20,13,0.95068,0.95068,ND,15.20,17.220,0.15153,4.9907
24.70,12.50,0.00,LM,32.15,13,0.95068,0.95068,ND,32.15,23.748,0.95498,15.8244
35.20,6.70,5.30,KU,44.50,6,0.24565,0.24565,ND,44.50,25.912,2.40681,29.6619
20.40,9.90,0.00,VA,34.05,9,2.52047,1.84400,ND,34.05,24.162,0.85341,13.2503
32.40,14.20,0.00,PN,57.10,13,0.95068,0.95068,ND,57.10,27.282,3.92328,36.3588
20.30,9.00,0.00,VA,21.45,9,2.52047,1.84400,ND,21.45,20.456,0.33664,8.2976
5.70,3.10,0.00,PN,7.70,13,0.95068,0.95068,ND,7.70,10.513,0.01651,0.8931
17.20,7.70,0.00,PN,15.85,13,0.95068,0.95068,ND,15.85,17.629,0.16726,5.4414
12.50,5.70,0.00,PN,8.85,13,0.95068,0.95068,ND,8.85,11.841,0.03939,2.2472
18.80,11.00,0.00,PN,25.45,15,1.64458,1.64458,ND,25.45,21.924,0.46732,9.5142
22.20,12.50,0.00,PN,24.75,13,0.95068,0.95068,ND,24.75,21.692,0.51482,10.8645
21.10,10.00,0.00,PN,18.65,9,2.52047,1.84400,ND,18.65,19.180,0.27891,7.7931
18.90,10.50,2.50,KU,26.80,9,2.52047,1.84400,ND,26.80,22.346,0.53846,10.4157
12.10,7.90,0.00,PN,7.95,13,0.95068,0.95068,ND,7.95,10.813,0.03138,1.6929
19.80,7.50,0.00,PN,17.15,13,0.95068,0.95068,ND,17.15,18.389,0.22247,6.7393
15.00,5.00,0.00,VA,12.05,13,0.95068,0.95068,ND,12.05,14.909,0.08096,3.4696
22.40,13.80,0.00,PN,19.15,13,0.95068,0.95068,ND,19.15,19.426,0.31078,8.4799
14.00,6.00,0.00,PN,15.75,13,0.95068,0.95068,ND,15.75,17.567,0.13762,4.4479
13.10,8.60,0.00,PN,9.65,13,0.95068,0.95068,ND,9.65,12.690,0.04876,2.5602
19.70,9.00,0.00,PN,19.80,15,1.64458,1.64458,ND,19.80,19.733,0.29517,7.7427
27.50,11.20,7.10,KU,30.40,9,2.52047,1.84400,ND,30.40,23.332,0.95812,16.7631
12.10,3.60,0.00,PN,9.75,13,0.95068,0.95068,ND,9.75,12.792,0.04649,2.4017
19.20,6.80,0.00,PN,40.95,15,1.64458,1.64458,ND,40.95,25.400,1.23328,15.6218
25.90,7.20,0.00,PN,34.65,13,0.95068,0.95068,ND,34.65,24.286,1.16573,17.6811
17.60,8.20,0.00,VA,19.60,9,2.52047,1.84400,ND,19.60,19.640,0.24682,6.5895
13.70,5.70,0.00,PN,12.30,13,0.95068,0.95068,ND,12.30,15.115,0.08236,3.4035
19.40,5.00,0.00,PN,20.60,15,1.64458,1.64458,ND,20.60,20.093,0.31506,7.9374
21.40,14.20,2.00,KU,15.75,9,2.52047,1.84400,ND,15.75,17.567,0.22130,7.1951
17.70,5.90,0.00,PN,17.50,13,0.95068,0.95068,ND,17.50,18.581,0.20923,6.1747
30.70,15.50,8.40,KU,39.65,6,0.24565,0.24565,ND,39.65,25.194,1.71878,23.4980
8.80,2.30,1.60,KU,7.85,9,2.52047,1.84400,ND,7.85,10.694,0.02396,1.2732
26.80,11.40,0.75,KU,26.50,9,2.52047,1.84400,ND,26.50,22.255,0.72635,14.4658
19.00,8.90,2.70,KU,15.25,9,2.52047,1.84400,ND,15.25,17.252,0.18682,6.2258
20.50,11.50,0.00,PN,19.10,13,0.95068,0.95068,ND,19.10,19.402,0.28487,7.7615
32.50,11.40,4.90,KU,29.60,9,2.52047,1.84400,ND,29.60,23.129,1.07102,19.3317
13.40,8.20,0.00,VA,11.35,9,2.52047,1.84400,ND,11.35,14.308,0.06517,2.9348
14.50,4.60,0.00,VA,9.15,9,2.52047,1.84400,ND,9.15,12.166,0.04531,2.5499
16.50,8.30,0.00,PN,11.75,9,2.52047,1.84400,ND,11.75,14.656,0.08856,3.8771
22.80,10.40,0.00,LM,23.65,9,2.52047,1.84400,ND,23.65,21.307,0.47957,10.7549
9.50,5.10,0.00,PN,9.15,9,2.52047,1.84400,ND,9.15,12.166,0.03342,1.8027
16.70,10.20,1.40,KU,13.35,9,2.52047,1.84400,ND,13.35,15.935,0.12899,4.8542
9.20,6.40,0.00,PN,8.90,13,0.95068,0.95068,ND,8.90,11.896,0.03080,1.7028
13.30,2.20,0.00,PN,13.45,13,0.95068,0.95068,ND,13.45,16.009,0.09598,3.6195
27.40,7.10,3.50,KU,31.25,13,0.95068,0.95068,ND,31.25,23.539,1.00415,17.1124
15.90,5.30,0.00,PN,16.05,9,2.52047,1.84400,ND,16.05,17.750,0.15988,5.1125
12.20,8.20,3.50,KU,14.00,9,2.52047,1.84400,ND,14.00,16.408,0.10770,3.7816
24.00,10.10,0.00,PN,29.20,9,2.52047,1.84400,ND,29.20,23.024,0.77060,13.8292
35.20,20.10,0.00,PN,52.50,13,0.95068,0.95068,ND,52.50,26.847,3.59618,36.3167
25.20,12.50,0.00,PN,19.15,13,0.95068,0.95068,ND,19.15,19.426,0.34698,9.5128
12.80,2.40,0.00,PN,11.60,9,2.52047,1.84400,ND,11.60,14.527,0.06906,3.0115
13.00,2.80,0.00,PN,9.60,9,2.52047,1.84400,ND,9.60,12.639,0.04794,2.5287
4.90,3.20,0.00,PN,13.65,6,0.24565,0.24565,ND,13.65,16.156,0.05138,1.4303
16.60,9.20,9.00,KU,11.10,9,2.52047,1.84400,ND,11.10,14.085,0.08982,4.0466
18.20,13.40,2.90,KU,11.75,9,2.52047,1.84400,ND,11.75,14.656,0.10883,4.6642
19.70,9.10,0.00,PN,12.70,9,2.52047,1.84400,ND,12.70,15.436,0.12144,4.9663
26.70,11.70,0.00,PN,28.90,6,0.24565,0.24565,ND,28.90,22.944,0.83464,15.1944
24.20,12.70,0.00,PN,23.20,9,2.52047,1.84400,ND,23.20,21.142,0.49025,11.0770
15.30,5.40,0.00,PN,13.35,9,2.52047,1.84400,ND,13.35,15.935,0.10690,4.1000
7.60,4.60,0.00,PN,8.90,13,0.95068,0.95068,ND,8.90,11.896,0.02645,1.4332
12.90,4.90,0.00,PN,7.65,13,0.95068,0.95068,ND,7.65,10.453,0.03041,1.7239
26.00,6.70,0.00,PN,20.95,9,2.52047,1.84400,ND,20.95,20.245,0.42770,10.7308
20.60,5.60,0.00,PN,15.95,6,0.24565,0.24565,ND,15.95,17.690,0.19954,6.5120
14.40,2.60,0.00,PN,12.35,9,2.52047,1.84400,ND,12.35,15.155,0.08673,3.5816
35.00,25.60,0.00,HB,65.20,9,2.52047,1.84400,ND,65.20,27.915,5.54372,45.0048
10.90,5.40,0.00,PN,9.10,6,0.24565,0.24565,ND,9.10,12.113,0.03706,2.0344
20.90,7.50,0.00,SA,19.40,15,1.64458,1.64458,ND,19.40,19.546,0.29990,8.0734
13.60,5.70,0.00,VA,12.15,5,1.11494,0.07108,ND,12.15,14.992,0.07564,3.1863
33.30,13.70,10.40,KU,55.00,15,1.64458,1.64458,ND,55.00,27.091,3.28812,33.1601
30.60,5.10,3.60,KU,56.35,9,2.52047,1.84400,ND,56.35,27.215,3.15888,31.0262
15.80,5.10,0.00,PN,12.75,15,1.64458,1.64458,ND,12.75,15.475,0.10033,4.0371
22.20,9.30,0.00,PN,35.70,13,0.95068,0.95068,ND,35.70,24.493,1.07113,15.6713
23.00,10.00,0.00,PN,19.85,9,2.52047,1.84400,ND,19.85,19.756,0.34223,9.0188
38.10,30.70,0.00,LM,64.00,9,2.52047,1.84400,ND,64.00,27.830,5.91797,49.5670
19.60,10.80,4.40,KU,14.00,9,2.52047,1.84400,ND,14.00,16.408,0.16305,5.9158
22.70,10.70,3.20,KU,23.05,9,2.52047,1.84400,ND,23.05,21.086,0.48011,10.8427
18.40,7.60,0.00,PN,22.00,15,1.64458,1.64458,ND,22.00,20.680,0.34246,8.0564
13.10,8.50,0.00,PN,10.00,13,0.95068,0.95068,ND,10.00,13.043,0.05236,2.6531
12.60,4.50,0.00,PN,12.55,13,0.95068,0.95068,ND,12.55,15.317,0.07975,3.2105
5.90,3.60,2.90,KU,7.35,9,2.52047,1.84400,ND,7.35,10.083,0.01540,0.8737
23.20,9.90,6.20,KU,22.55,15,1.64458,1.64458,ND,22.55,20.896,0.47013,10.8552
16.50,11.10,2.70,KU,13.80,9,2.52047,1.84400,ND,13.80,16.265,0.13604,4.9525
21.40,5.00,0.00,VA,20.50,15,1.64458,1.64458,ND,20.50,20.049,0.32290,8.3564
36.90,15.80,10.90,KU,56.10,9,2.52047,1.84400,ND,56.10,27.193,3.75985,37.3560
23.50,4.60,0.00,PN,28.75,6,0.24565,0.24565,ND,28.75,22.903,0.73246,13.3392
20.00,12.30,0.00,PN,20.40,13,0.95068,0.95068,ND,20.40,20.005,0.31769,8.0945
11.60,3.60,1.50,KU,11.50,5,1.11494,0.07108,ND,11.50,14.440,0.07055,2.9908
29.50,9.60,2.10,KU,38.55,15,1.64458,1.64458,ND,38.55,25.011,1.57349,22.0552
12.10,8.00,2.80,KU,8.70,9,2.52047,1.84400,ND,8.70,11.675,0.04249,2.3770
14.00,7.20,0.00,PN,10.20,13,0.95068,0.95068,ND,10.20,13.240,0.05772,2.8805
21.40,11.90,0.00,VA,25.45,6,0.24565,0.24565,ND,25.45,21.924,0.49795,10.3786
13.60,11.60,5.00,KU,8.65,9,2.52047,1.84400,ND,8.65,11.620,0.04645,2.6366
26.20,11.40,0.00,PN,27.25,6,0.24565,0.24565,ND,27.25,22.480,0.72888,14.0632
21.50,7.60,0.00,PN,19.35,6,0.24565,0.24565,ND,19.35,19.522,0.30549,8.2341
25.30,11.70,0.00,PN,29.00,13,0.95068,0.95068,ND,29.00,22.971,0.79869,14.4618
23.00,8.80,0.00,PN,26.55,6,0.24565,0.24565,ND,26.55,22.271,0.61225,12.0630
19.20,6.90,0.00,PN,26.95,13,0.95068,0.95068,ND,26.95,22.391,0.53416,10.2810
11.80,4.40,0.00,PN,7.60,5,1.11494,0.07108,ND,7.60,10.392,0.02803,1.5831
17.90,11.60,0.00,PN,12.90,9,2.52047,1.84400,ND,12.90,15.592,0.11485,4.6008
20.20,2.00,0.00,PN,13.60,9,2.52047,1.84400,ND,13.60,16.120,0.14249,5.4484
21.00,12.20,0.00,PN,22.75,13,0.95068,0.95068,ND,22.75,20.973,0.41320,9.4627
20.40,4.80,0.00,PN,14.15,6,0.24565,0.24565,ND,14.15,16.514,0.15565,5.7229
18.90,5.40,2.60,KU,15.10,9,2.52047,1.84400,ND,15.10,17.155,0.18245,6.1370
14.90,8.70,0.00,PN,15.30,9,2.52047,1.84400,ND,15.30,17.284,0.13717,4.5825
18.00,8.30,0.00,PN,22.60,9,2.52047,1.84400,ND,22.60,20.915,0.35428,8.1035
19.00,8.90,0.00,PN,23.45,9,2.52047,1.84400,ND,23.45,21.235,0.40059,8.8562
27.50,9.30,8.50,KU,37.25,9,2.52047,1.84400,ND,37.25,24.783,1.38444,19.9850
17.80,9.70,0.00,PN,15.35,9,2.52047,1.84400,ND,15.35,17.316,0.16179,5.4454
11.50,4.20,0.00,PN,9.95,9,2.52047,1.84400,ND,9.95,12.993,0.04636,2.3377
28.40,5.50,2.20,KU,44.05,13,0.95068,0.95068,ND,44.05,25.851,1.92221,23.7267
24.40,13.80,0.00,PN,23.15,9,2.52047,1.84400,ND,23.15,21.124,0.49192,11.1424
26.00,9.00,0.00,PN,30.30,9,2.52047,1.84400,ND,30.30,23.307,0.89466,15.5200
20.00,11.60,3.50,KU,16.75,9,2.52047,1.84400,ND,16.75,18.162,0.23405,7.1424
17.70,8.50,7.60,KU,16.60,15,1.64458,1.64458,ND,16.60,18.076,0.20622,6.3018
19.40,10.20,0.00,PN,21.85,13,0.95068,0.95068,ND,21.85,20.619,0.35445,8.4190
17.30,7.00,3.50,KU,14.70,9,2.52047,1.84400,ND,14.70,16.891,0.16016,5.4995
12.70,5.10,0.00,PN,9.05,9,2.52047,1.84400,ND,9.05,12.059,0.04175,2.3323
22.20,13.00,2.40,KU,23.25,9,2.52047,1.84400,ND,23.25,21.161,0.47806,10.6950
24.40,4.40,0.00,PN,29.55,13,0.95068,0.95068,ND,29.55,23.116,0.80150,14.2228
8.40,4.40,0.00,PN,7.50,13,0.95068,0.95068,ND,7.50,10.269,0.02103,1.1708
8.80,5.90,5.50,KU,8.20,9,2.52047,1.84400,ND,8.20,11.107,0.02891,1.6706
11.90,4.60,0.00,PN,8.00,13,0.95068,0.95068,ND,8.00,10.873,0.03086,1.9402
26.00,3.60,2.00,KU,34.35,13,0.95068,0.95068,ND,34.35,24.224,1.13502,17.6441
3.00,0.00,0.00,PN,8.10,9,2.52047,1.84400,ND,8.10,10.990,0.01124,0.6738
15.60,6.90,1.80,KU,15.00,15,1.64458,1.64458,ND,15.00,17.090,0.15199,5.0824
14.80,7.90,4.50,KU,19.90,9,2.52047,1.84400,ND,19.90,19.779,0.24877,6.2999
21.80,9.40,0.00,PN,22.00,13,0.95068,0.95068,ND,22.00,20.680,0.39998,9.4884
36.00,13.50,6.50,KU,60.40,9,2.52047,1.84400,ND,60.40,27.558,4.15653,38.4936
14.40,6.60,0.00,PN,16.20,9,2.52047,1.84400,ND,16.20,17.840,0.14923,4.6981
12.60,7.40,0.00,PN,13.25,13,0.95068,0.95068,ND,13.25,15.860,0.08889,3.3896
22.10,9.70,0.00,PN,21.25,9,2.52047,1.84400,ND,21.25,20.372,0.37793,9.2873
9.40,2.40,0.00,PN,10.55,9,2.52047,1.84400,ND,10.55,13.576,0.04405,2.0585
14.90,5.20,0.00,PN,10.60,13,0.95068,0.95068,ND,10.60,13.624,0.06584,3.1748
17.30,9.00,5.60,KU,18.90,9,2.52047,1.84400,ND,18.90,19.304,0.25864,6.9601
14.90,4.60,0.00,JA,20.80,9,2.52047,1.84400,ND,20.80,20.180,0.24006,5.9552
15.00,6.00,0.00,VA,13.85,9,2.52047,1.84400,ND,13.85,16.301,0.10698,3.9884
13.30,10.20,2.60,KU,9.15,9,2.52047,1.84400,ND,9.15,12.166,0.05085,2.7264
14.70,7.60,0.00,PN,10.15,9,2.52047,1.84400,ND,10.15,13.191,0.05965,3.0014
12.27,7.60,0.00,LM,10.15,15,1.64458,1.64458,ND,10.15,13.191,0.05110,2.5391
30.20,13.60,3.20,KU,37.80,9,2.52047,1.84400,ND,37.80,24.881,1.55366,22.2041
4.50,0.00,0.00,PN,8.00,9,2.52047,1.84400,ND,8.00,10.873,0.01493,0.7953
17.10,10.60,0.00,PN,10.85,9,2.52047,1.84400,ND,10.85,13.857,0.07797,3.7042
16.60,8.00,0.00,VA,23.95,13,0.95068,0.95068,ND,23.95,21.415,0.35002,7.6104
9.90,4.10,0.00,PN,9.70,13,0.95068,0.95068,ND,9.70,12.741,0.03886,1.9846
18.30,8.50,5.30,KU,35.65,15,1.64458,1.64458,ND,35.65,24.484,0.88207,12.9715
15.00,6.50,0.00,PN,11.80,13,0.95068,0.95068,ND,11.80,14.698,0.08207,3.5567
22.00,18.00,0.00,PN,21.25,9,2.52047,1.84400,ND,21.25,20.372,0.37634,9.2465
19.00,7.50,0.00,PN,20.65,9,2.52047,1.84400,ND,20.65,20.115,0.31064,7.7987
35.90,16.10,10.10,KU,67.10,15,1.64458,1.64458,ND,67.10,28.044,4.93826,41.3898
8.40,3.60,0.00,PN,11.65,9,2.52047,1.84400,ND,11.65,14.570,0.04904,2.0524
18.90,8.70,0.00,VA,21.50,9,2.52047,1.84400,ND,21.50,20.476,0.31678,7.7511
9.60,6.00,0.00,PN,11.45,9,2.52047,1.84400,ND,11.45,14.396,0.05279,2.2775
13.50,4.80,4.20,KU,14.70,15,1.64458,1.64458,ND,14.70,16.891,0.12899,4.3529
6.70,0.00,0.00,PN,8.55,13,0.95068,0.95068,ND,8.55,11.507,0.02217,1.2317
13.50,4.30,0.00,PN,11.25,9,2.52047,1.84400,ND,11.25,14.219,0.06802,3.0702
25.80,7.90,0.00,PN,38.80,9,2.52047,1.84400,ND,38.80,25.053,1.45636,19.7238
24.30,9.70,6.70,KU,21.30,9,2.52047,1.84400,ND,21.30,20.393,0.44094,10.7780
15.70,7.60,0.00,PN,11.75,13,0.95068,0.95068,ND,11.75,14.656,0.08473,3.6981
20.10,7.60,0.00,PN,22.25,9,2.52047,1.84400,ND,22.25,20.779,0.37965,8.8711
15.70,6.30,0.00,VA,16.05,15,1.64458,1.64458,ND,16.05,17.750,0.14953,4.8298
28.60,11.90,4.20,KU,40.20,9,2.52047,1.84400,ND,40.20,25.283,1.64618,22.1531
31.50,9.50,7.40,KU,49.40,9,2.52047,1.84400,ND,49.40,26.516,2.59161,28.8474
25.00,5.50,0.00,PN,34.35,9,2.52047,1.84400,ND,34.35,24.224,1.10805,16.9307
23.10,10.90,0.00,PN,22.15,9,2.52047,1.84400,ND,22.15,20.739,0.42786,10.1065
13.70,3.30,2.90,KU,9.00,9,2.52047,1.84400,ND,9.00,12.005,0.05051,2.7588
15.30,9.30,0.00,PN,9.25,9,2.52047,1.84400,ND,9.25,12.273,0.05132,2.8409
21.70,10.10,0.00,PN,14.75,13,0.95068,0.95068,ND,14.75,16.924,0.17903,6.3332
30.90,22.80,0.00,HB,40.65,15,1.64458,1.64458,ND,40.65,25.354,1.90356,24.7323
7.90,4.30,2.60,KU,8.00,9,2.52047,1.84400,ND,8.00,10.873,0.02517,1.4768
20.00,5.20,0.00,PN,24.70,9,2.52047,1.84400,ND,24.70,21.675,0.46573,9.8007
27.70,15.30,0.00,PN,33.65,6,0.24565,0.24565,ND,33.65,24.078,1.17181,18.3441
24.20,4.60,0.00,PN,28.25,6,0.24565,0.24565,ND,28.25,22.766,0.72690,13.4882
15.70,6.50,0.00,LM,20.60,15,1.64458,1.64458,ND,20.60,20.093,0.25841,6.4867
26.70,14.40,0.00,KS,32.95,13,0.95068,0.95068,ND,32.95,23.927,1.01282,16.7449
18.00,5.70,0.00,PN,13.60,9,2.52047,1.84400,ND,13.60,16.120,0.12829,4.8765
12.50,9.80,0.00,PN,9.95,13,0.95068,0.95068,ND,9.95,12.993,0.04979,2.5265
12.80,6.30,0.00,VA,7.50,9,2.52047,1.84400,ND,7.50,10.269,0.02902,1.6784
32.10,15.10,7.20,KU,40.45,9,2.52047,1.84400,ND,40.45,25.322,1.85913,24.9836
26.70,17.20,0.00,PN,32.80,6,0.24565,0.24565,ND,32.80,23.894,1.07510,17.2449
31.00,13.20,0.00,PN,41.50,13,0.95068,0.95068,ND,41.50,25.484,1.98559,25.2892
30.10,11.30,4.40,KU,37.00,9,2.52047,1.84400,ND,37.00,24.737,1.49052,21.7328
11.40,7.70,3.40,KU,13.55,9,2.52047,1.84400,ND,13.55,16.083,0.09547,3.4421
6.90,2.10,0.50,KU,8.70,6,0.24565,0.24565,ND,8.70,11.675,0.02653,1.4154
27.20,13.00,8.20,KU,47.60,15,1.64458,1.64458,ND,47.60,26.306,2.11361,24.2046
12.20,8.10,0.00,PN,11.15,9,2.52047,1.84400,ND,11.15,14.130,0.06123,2.7677
28.00,8.50,0.00,PN,38.25,9,2.52047,1.84400,ND,38.25,24.959,1.52972,21.0744
28.90,9.60,5.40,KU,28.80,9,2.52047,1.84400,ND,28.80,22.917,0.90961,16.7855
31.40,12.40,7.30,KU,51.15,15,1.64458,1.64458,ND,51.15,26.707,2.74373,29.5541
17.60,5.40,0.00,LM,18.10,13,0.95068,0.95068,ND,18.10,18.900,0.22105,6.3719
18.00,3.60,0.00,PN,16.25,13,0.95068,0.95068,ND,16.25,17.870,0.18316,5.8266
12.20,4.10,0.00,PN,7.40,13,0.95068,0.95068,ND,7.40,10.145,0.02721,1.5873
25.60,16.20,0.00,PN,28.95,6,0.24565,0.24565,ND,28.95,22.957,0.80484,14.6046
32.00,13.60,7.20,KU,50.70,13,0.95068,0.95068,ND,50.70,26.659,2.75195,29.9125
13.60,3.50,0.00,PN,12.65,9,2.52047,1.84400,ND,12.65,15.396,0.08656,3.4763
36.20,13.50,6.10,KU,52.90,9,2.52047,1.84400,ND,52.90,26.888,3.33818,35.0218
9.50,2.40,0.00,PN,10.55,9,2.52047,1.84400,ND,10.55,13.576,0.04443,2.0785
26.30,5.20,0.00,PN,25.10,9,2.52047,1.84400,ND,25.10,21.809,0.62064,13.0022
13.90,5.80,4.80,KU,15.95,9,2.52047,1.84400,ND,15.95,17.690,0.15468,4.8316
30.20,6.90,2.90,KU,32.85,9,2.52047,1.84400,ND,32.85,23.905,1.20643,19.6837
22.20,9.70,0.00,VA,14.15,9,2.52047,1.84400,ND,14.15,16.514,0.15912,5.9803
18.60,11.50,2.00,KU,13.50,9,2.52047,1.84400,ND,13.50,16.046,0.14505,5.4358
18.40,12.50,4.40,KU,13.90,9,2.52047,1.84400,ND,13.90,16.337,0.15195,5.5311
13.70,5.20,0.00,PN,7.50,9,2.52047,1.84400,ND,7.50,10.269,0.03057,1.7832
36.30,18.20,0.00,PN,45.20,13,0.95068,0.95068,ND,45.20,26.005,2.74751,32.2473
19.40,15.40,3.70,KU,19.40,9,2.52047,1.84400,ND,19.40,19.546,0.30096,7.9540
17.00,6.60,0.00,PN,14.20,13,0.95068,0.95068,ND,14.20,16.549,0.13285,4.8208
10.10,5.20,0.00,VA,8.30,9,2.52047,1.84400,ND,8.30,11.223,0.02750,1.6459
18.90,8.10,0.00,PN,18.55,9,2.52047,1.84400,ND,18.55,19.130,0.24947,6.9702
14.60,5.00,0.00,PN,11.85,5,1.11494,0.07108,ND,11.85,14.741,0.08082,3.4816
25.50,3.80,0.00,PN,30.65,6,0.24565,0.24565,ND,30.65,23.393,0.89881,15.4030
12.80,7.50,0.00,PN,10.05,13,0.95068,0.95068,ND,10.05,13.092,0.05184,2.6091
21.40,7.60,0.00,PN,23.35,13,0.95068,0.95068,ND,23.35,21.198,0.44293,9.8914
21.20,4.90,0.00,PN,17.05,13,0.95068,0.95068,ND,17.05,18.333,0.23412,7.1572
26.60,13.80,0.00,LM,41.80,15,1.64458,1.64458,ND,41.80,25.529,1.73141,22.1479
14.60,6.60,0.00,PN,11.50,9,2.52047,1.84400,ND,11.50,14.440,0.07612,3.3788
31.10,15.70,5.50,KU,38.70,6,0.24565,0.24565,ND,38.70,25.036,1.66673,23.3233
26.20,12.60,0.00,PN,29.30,6,0.24565,0.24565,ND,29.30,23.050,0.84267,15.1212
15.50,5.60,0.00,PN,22.60,13,0.95068,0.95068,ND,22.60,20.915,0.30991,7.0269
15.60,10.30,0.00,PN,9.05,9,2.52047,1.84400,ND,9.05,12.059,0.04998,2.8311
24.40,15.10,0.00,LM,30.45,15,1.64458,1.64458,ND,30.45,23.344,0.84700,14.8085
24.50,9.20,0.00,PN,21.85,13,0.95068,0.95068,ND,21.85,20.619,0.43991,10.5588
10.40,4.50,0.00,PN,9.00,9,2.52047,1.84400,ND,9.00,12.005,0.03485,1.9267
24.50,7.60,0.00,PN,31.60,5,1.11494,0.07108,ND,31.60,23.621,0.92009,15.2704
18.60,5.30,5.20,KU,17.30,9,2.52047,1.84400,ND,17.30,18.472,0.23319,6.8674
25.00,9.30,5.00,KU,23.15,15,1.64458,1.64458,ND,23.15,21.124,0.52925,11.9583
42.30,9.50,6.70,KU,51.50,9,2.52047,1.84400,ND,51.50,26.744,3.72461,40.2326
10.00,5.50,0.00,PN,11.85,13,0.95068,0.95068,ND,11.85,14.741,0.05848,2.4469
9.20,1.70,0.30,KU,8.50,5,1.11494,0.07108,ND,8.50,11.451,0.03219,1.8024
7.00,3.08,0.00,PN,10.15,15,1.64458,1.64458,ND,10.15,13.191,0.03229,1.5195
12.20,3.50,0.00,PN,11.50,9,2.52047,1.84400,ND,11.50,14.440,0.06513,2.8546
9.80,7.30,2.80,KU,8.00,9,2.52047,1.84400,ND,8.00,10.873,0.03015,1.8015
25.50,14.10,0.00,LM,28.10,15,1.64458,1.64458,ND,28.10,22.724,0.75456,14.3116
18.30,7.40,0.00,SA,20.10,15,1.64458,1.64458,ND,20.10,19.871,0.28943,7.4237
13.80,4.00,0.00,VA,10.70,5,1.11494,0.07108,ND,10.70,13.717,0.05939,2.8449
29.70,10.40,6.50,KU,35.95,9,2.52047,1.84400,ND,35.95,24.541,1.39740,20.9252
15.10,10.00,0.00,PN,9.95,9,2.52047,1.84400,ND,9.95,12.993,0.05870,3.0180
25.80,11.10,0.00,PN,32.95,9,2.52047,1.84400,ND,32.95,23.927,1.05030,16.7499
21.70,13.80,1.30,KU,20.65,9,2.52047,1.84400,ND,20.65,20.115,0.37478,9.3853
21.90,10.00,3.30,KU,26.25,15,1.64458,1.64458,ND,26.25,22.178,0.59182,11.7792
22.90,10.90,2.90,KU,27.35,9,2.52047,1.84400,ND,27.35,22.509,0.66517,12.7603
